Country Name,"Country Code","Series Name","Series Code","1960 [YR1960]","1961 [YR1961]","1962 [YR1962]","1963 [YR1963]","1964 [YR1964]","1965 [YR1965]","1966 [YR1966]","1967 [YR1967]","1968 [YR1968]","1969 [YR1969]","1970 [YR1970]","1971 [YR1971]","1972 [YR1972]","1973 [YR1973]","1974 [YR1974]","1975 [YR1975]","1976 [YR1976]","1977 [YR1977]","1978 [YR1978]","1979 [YR1979]","1980 [YR1980]","1981 [YR1981]","1982 [YR1982]","1983 [YR1983]","1984 [YR1984]","1985 [YR1985]","1986 [YR1986]","1987 [YR1987]","1988 [YR1988]","1989 [YR1989]","1990 [YR1990]","1991 [YR1991]","1992 [YR1992]","1993 [YR1993]","1994 [YR1994]","1995 [YR1995]","1996 [YR1996]","1997 [YR1997]","1998 [YR1998]","1999 [YR1999]","2000 [YR2000]","2001 [YR2001]","2002 [YR2002]","2003 [YR2003]","2004 [YR2004]","2005 [YR2005]","2006 [YR2006]","2007 [YR2007]","2008 [YR2008]","2009 [YR2009]","2010 [YR2010]","2011 [YR2011]","2012 [YR2012]","2013 [YR2013]","2014 [YR2014]","2015 [YR2015]","2016 [YR2016]","2017 [YR2017]","2018 [YR2018]","2019 [YR2019]","2020 [YR2020]","max time avail."
American Samoa,"ASM","Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)","SI.POV.UMIC","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
American Samoa,"ASM","People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","77.83109366","79.03461983","80.23993918","81.44705169","82.65595737","83.86665622","85.07914824","86.29343343","87.50951178","88.72738331","89.947048","91.16850586","92.39175689","93.61680108","94.84363845","96.07226898","97.30269268","98.36197279","98.36197279","98.36197279","98.36197279","98.36197279"
Andorra,"AND","Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)","SE.TER.CUAT.BA.ZS","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","16.3115901947021","17.1976699829102","17.9923400878906","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","21.2506504058838","21.1291103363037","21.0465507507324","#N/A","#N/A","#N/A","#N/A","21.2506504058838"
Andorra,"AND","Population, total","SP.POP.TOTL","13410","14378","15379","16407","17466","18542","19646","20760","21886","23053","24275","25571","26885","28232","29515","30705","31782","32769","33744","34825","36063","37498","39115","40854","42706","44593","46520","48459","50433","52452","54508","56666","58882","60974","62676","63860","64363","64318","64140","64368","65390","67344","70048","73180","76250","78871","80995","82682","83860","84461","84454","83748","82427","80770","79213","77993","77295","76997","77008","77146","77265","84461"
Andorra,"AND","Population, male (% of total population)","SP.POP.TOTL.MA.ZS","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
Andorra,"AND","Population, female (% of total population)","SP.POP.TOTL.FE.ZS","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
Andorra,"AND","Poverty headcount ratio at national poverty lines (% of population)","SI.POV.NAHC","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
Andorra,"AND","Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)","SI.POV.UMIC","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
Andorra,"AND","People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","90.64000066","90.63999936","90.64000185","90.63999528","90.64000397","90.63999671","90.64000107","90.63999686","90.64000309","90.64000102","90.64000205","90.63999794","90.64000315","90.63999572","90.64000109","90.63999778","90.63999553","90.63999888","90.64000112","90.64000336","90.64000336","90.64000397"
Argentina,"ARG","Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)","SE.TER.CUAT.BA.ZS","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
Argentina,"ARG","Population, total","SP.POP.TOTL","20481781","20817270","21153042","21488916","21824427","22159644","22494031","22828872","23168268","23517613","23880564","24259564","24653172","25056475","25462305","25865775","26264681","26661397","27061041","27471046","27896532","28338514","28794550","29262049","29737097","30216284","30698964","31184411","31668939","32148137","32618648","33079002","33529320","33970103","34402669","34828168","35246376","35657438","36063451","36467218","36870796","37275644","37681743","38087866","38491970","38892924","39289876","39684303","40080159","40482786","40788453","41261490","41733271","42202935","42669500","43131966","43590368","44044811","44494502","44938712","45376763","45376763"
Argentina,"ARG","Population, male (% of total population)","SP.POP.TOTL.MA.ZS","50.440037416668","50.3873898931032","50.3317867945424","50.275081348915","50.2198064581489","50.1673763351072","50.1189982355764","50.0731967834416","50.0256039855893","49.970590127493","49.9048514934572","49.8271898044004","49.740378236115","49.6498130722698","49.5624453481333","49.4829634913317","49.4125095218175","49.3494320646439","49.2918103187531","49.2368947290904","49.1827012762733","49.1296685493107","49.0785165942861","49.0283882717851","48.9781265467843","48.9273168070568","48.8748805985766","48.8217526378805","48.7717633988306","48.7298533037855","48.6989313597547","48.6806978033981","48.672928648717","48.670064379846","48.6646515710743","48.6519072722975","48.6299215556232","48.6012988370056","48.5712667930753","48.5471033189315","48.5336009561605","48.5320548720768","48.540180320215","48.5549518578962","48.5720034594228","48.5881827758695","48.6027901946038","48.6166255710728","48.6299193573558","48.643346828946","48.6572578163438","48.6715491345615","48.6857920505591","48.6998090863231","48.7134144894209","48.72651723201","48.7390256685487","48.7510100508811","48.7626515543443","48.7741977984923","48.7858544837054","50.440037416668"
Argentina,"ARG","Population, female (% of total population)","SP.POP.TOTL.FE.ZS","49.559962583332","49.6126101068968","49.6682132054576","49.7249186510851","49.7801935418511","49.8326236648928","49.8810017644236","49.9268032165584","49.9743960144107","50.029409872507","50.0951485065428","50.1728101955996","50.259621763885","50.3501869277303","50.4375546518667","50.5170365086683","50.5874904781825","50.6505679353561","50.7081896812469","50.7631052709096","50.8172987237267","50.8703314506893","50.9214834057139","50.9716117282149","51.0218734532157","51.0726831929432","51.1251194014234","51.1782473621195","51.2282366011694","51.2701466962145","51.3010686402453","51.3193021966019","51.327071351283","51.329935620154","51.3353484289257","51.3480927277025","51.3700784443768","51.3987011629944","51.4287332069246","51.4528966810685","51.4663990438395","51.4679451279232","51.459819679785","51.4450481421038","51.4279965405772","51.4118172241305","51.3972098053962","51.3833744289272","51.3700806426442","51.356653171054","51.3427421836562","51.3284508654385","51.3142079494409","51.3001909136769","51.2865855105791","51.27348276799","51.2609743314513","51.2489899491189","51.2373484456557","51.2258022015077","51.2141455162946","51.4679451279232"
Argentina,"ARG","Poverty headcount ratio at national poverty lines (% of population)","SI.POV.NAHC","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","30.3","25.7","32","35.5","42","42"
Argentina,"ARG","Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)","SI.POV.UMIC","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","7.5","#N/A","#N/A","#N/A","#N/A","#N/A","6.4","10.3","#N/A","#N/A","#N/A","19","18.4","17.8","20.6","24.6","26.3","25.1","27.9","28.5","31.5","36.9","49.9","33.7","29.2","25","20.3","19.2","17.1","15.6","14.1","11.6","10.7","10.8","11.8","#N/A","11.5","9.9","12.3","14.4","#N/A","49.9"
Argentina,"ARG","People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
Armenia,"ARM","Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)","SE.TER.CUAT.BA.ZS","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","20.3565502166748","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","24.4233798980713","#N/A","#N/A","#N/A","27.3100204467773","#N/A","24.3800601959229","#N/A","#N/A","24.2097206115723","27.3100204467773"
Armenia,"ARM","Population, total","SP.POP.TOTL","1874119","1941498","2009524","2077584","2145004","2211316","2276038","2339133","2401142","2462938","2525067","2587716","2650484","2712780","2773750","2832752","2889583","2944375","2997419","3049107","3099759","3148096","3193696","3238592","3285593","3335935","3392264","3451947","3504667","3536473","3538164","3505249","3442820","3363111","3283664","3217349","3168213","3133081","3108691","3089020","3069597","3050686","3033976","3017938","3000715","2981262","2958301","2932615","2907615","2888094","2877314","2876536","2884239","2897593","2912403","2925559","2936147","2944789","2951741","2957728","2963234","3538164"
Armenia,"ARM","Population, male (% of total population)","SP.POP.TOTL.MA.ZS","48.1826927745783","48.2641753944635","48.3444338062148","48.4223983242074","48.4961333405439","48.5643390632547","48.6283181563752","48.6867997672642","48.7368926952259","48.7743093817222","48.7970418210685","48.8051625448851","48.8009359799946","48.7879223527157","48.7704371338441","48.7518144899377","48.7305607764165","48.7072468690299","48.6880212609582","48.6802529396312","48.6879141249368","48.7124280835146","48.7483154313999","48.7855216093908","48.810366956589","48.8127916161436","48.7936375234946","48.7553835560048","48.6925291332957","48.597882692728","48.4661536322228","48.2895794278809","48.0690829029691","47.8217638371139","47.5786194933465","47.3686255361168","47.2054751369305","47.0875154520422","47.0117165070443","46.9664165333989","46.9416669354316","46.9400325041646","46.9632258132563","46.9963597661715","47.020693401406","47.0227038079847","46.9937305230266","46.9375284515697","46.8699948239365","46.8154083627472","46.7919385927292","46.8058804061552","46.8496196050327","46.9099352462544","46.9680878642139","47.0109473095569","47.0349066310372","47.044525091611","47.0434228477363","47.0384362591827","47.0346587545904","48.8127916161436"
Armenia,"ARM","Population, female (% of total population)","SP.POP.TOTL.FE.ZS","51.8173072254217","51.7358246055366","51.6555661937852","51.5776016757927","51.5038666594561","51.4356609367454","51.3716818436248","51.3132002327358","51.2631073047741","51.2256906182778","51.2029581789315","51.1948374551149","51.1990640200054","51.2120776472843","51.2295628661559","51.2481855100623","51.2694392235835","51.2927531309701","51.3119787390418","51.3197470603688","51.3120858750632","51.2875719164854","51.2516845686001","51.2144783906093","51.189633043411","51.1872083838564","51.2063624765054","51.2446164439952","51.3074708667043","51.402117307272","51.5338463677772","51.7104205721191","51.9309170970309","52.1782361628861","52.4213805066535","52.6313744638831","52.7945248630695","52.9124845479577","52.9882834929557","53.0335834666011","53.0583330645684","53.0599674958354","53.0367741867437","53.0036402338285","52.979306598594","52.9772961920153","53.0062694769734","53.0624715484303","53.1300051760635","53.1845916372528","53.2080614072708","53.1941195938448","53.1503803949673","53.0900647537456","53.0319121357861","52.9890526904431","52.9650933689628","52.955474908389","52.9565771522637","52.9615637408173","52.9653412454096","53.2080614072708"
Armenia,"ARM","Poverty headcount ratio at national poverty lines (% of population)","SI.POV.NAHC","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","26.4","#N/A","26.4"
